Alt;-99999.0;Alt;-99999.0;Alt;-99999.0;Alt;-99999.0;Alt;-99999.0;Alt;-99999.0;Alt;-99999.0;Alt;-99999.0;Alt;173.0;Alt;90.0;Alt;28.0;Alt;49.0;Alt;38.0;Alt;165.0;Alt;119.0;Alt;71.0;Alt;60.0;Alt;94.0;Alt;22.0;Alt;18.0;Alt;9.0;Alt;148.0;Alt;130.0;Alt;-99999.0;Alt;37.0;Alt;216.0;Alt;174.0;Alt;172.0;Alt;186.0;Alt;166.0;Alt;122.0;Alt;111.0;Alt;93.0;Alt;49.0;Alt;35.0;Alt;201.0;Alt;34.0;Alt;62.0;Alt;15.0;Alt;7.0;Alt;48.0;Alt;30.0;Alt;86.0;
Basin area;1130.0;Basin area;2630.0;Basin area;16300.0;Basin area;4690.0;Basin area;32900.0;Basin area;2200.0;Basin area;3870.0;Basin area;724.0;Basin area;5480.0;Basin area;4750.0;Basin area;23400.0;Basin area;5930.0;Basin area;35400.0;Basin area;3730.0;Basin area;3000.0;Basin area;13200.0;Basin area;15400.0;Basin area;1320.0;Basin area;24000.0;Basin area;25200.0;Basin area;25500.0;Basin area;4510.0;Basin area;3590.0;Basin area;17200.0;Basin area;20300.0;Basin area;3660.0;Basin area;6060.0;Basin area;4710.0;Basin area;5750.0;Basin area;6890.0;Basin area;15000.0;Basin area;5320.0;Basin area;27300.0;Basin area;32700.0;Basin area;37200.0;Basin area;5560.0;Basin area;43800.0;Basin area;3060.0;Basin area;49900.0;Basin area;4210.0;Basin area;1610.0;Basin area;3990.0;Basin area;12600.0;
River;RIO CAETÉ;River;RIO PIRIÁ;River;RIO GURUPI;River;RIO URAIM;River;RIO GURUPI;River;RIO MARACACUME;River;RIO TURIAÇU;River;RIO PARUÁ;River;RIO PINDARÉ;River;RIO BURITICUPU;River;RIO PINDARÉ;River;RIO ZUTIUA;River;RIO PINDARÉ;River;RIO MEARIM;River;RIO CORDA OU CAPIM;River;RIO MEARIM;River;RIO MEARIM;River;RIO DAS FLORES;River;RIO MEARIM;River;RIO MEARIM;River;RIO MEARIM;River;RIO GRAJAÚ;River;RIO SANTANA;River;RIO GRAJAÚ;River;RIO GRAJAÚ;River;RIO ITAPECURU;River;RIO ITAPECURU;River;RIO ALPERCATAS;River;RIO ALPERCATAS;River;RIO ALPERCATAS;River;RIO ITAPECURU;River;RIO CORRENTES;River;RIO ITAPECURU;River;RIO ITAPECURU;River;RIO ITAPECURU;River;RIO CODOZINHO;River;RIO ITAPECURU;River;RIO PIRITORÓ;River;RIO ITAPECURU;River;RIO MUNIM;River;RIO PRETO;River;RIO PRETO;River;RIO MUNIM;
Municipality;BRAGANÇA;Municipality;VISEU;Municipality;PARAGOMINAS;Municipality;PARAGOMINAS;Municipality;VISEU;Municipality;CÂNDIDO MENDES;Municipality;MONÇÃO;Municipality;TURIAÇU;Municipality;AÇAILÂNDIA;Municipality;SANTA LUZIA;Municipality;ALTO ALEGRE DO PINDARÉ;Municipality;SANTA LUZIA;Municipality;PINDARÉ-MIRIM;Municipality;GRAJAU;Municipality;BARRA DO CORDA;Municipality;BARRA DO CORDA;Municipality;BARRA DO CORDA;Municipality;PRESIDENTE DUTRA;Municipality;PEDREIRAS;Municipality;SÃO LUÍS GONZAGA DO MARANHÃO;Municipality;BACABAL;Municipality;GRAJAU;Municipality;GRAJAU;Municipality;PAULO RAMOS;Municipality;BELA VISTA DO MARANHÃO;Municipality;SÃO DOMINGOS DO AZEITÃO;Municipality;MIRADOR;Municipality;FERNANDO FALCÃO;Municipality;MIRADOR;Municipality;MIRADOR;Municipality;COLINAS;Municipality;BURITI BRAVO;Municipality;GOVERNADOR EUGENIO BARROS;Municipality;CAXIAS;Municipality;CODÓ;Municipality;CODÓ;Municipality;COROATA;Municipality;PIRAPEMAS;Municipality;CANTANHEDE;Municipality;VARGEM GRANDE;Municipality;MATA ROMA;Municipality;SÃO BENEDITO DO RIO PRETO;Municipality;NINA RODRIGUES;





2002;32.04141428571428;1985;12.015771428571428;1999;77.99012857142858;1995;42.748442857142855;1984;243.76867142857142;1981;1.4688571428571429;1982;24.24384285714286;1995;7.277171428571428;1992;3.849914285714285;1989;1.625942857142857;2009;72.96857142857142;1982;2.0728285714285715;1981;16.63782857142857;1988;20.470028571428575;1991;22.367600000000003;1976;58.95385714285714;1981;48.8718;1981;0.9548142857142857;1988;55.728228571428566;1999;45.9052;1985;53.133599999999994;1987;7.438485714285714;1992;2.0469000000000004;2009;17.164242857142856;1980;23.567628571428575;2008;13.388328571428572;1977;13.816671428571427;2010;28.010914285714282;1981;32.9646;1980;33.80057142857142;1978;64.65162857142857;1983;0.49384285714285714;1985;47.14792857142857;1975;69.74754285714286;1978;70.65711428571429;1984;0.6073285714285713;1984;64.47774285714286;1995;0.0;1978;76.36315714285715;1981;0.4072571428571428;2009;5.942142857142857;1984;5.5392;1978;31.850842857142855;
2003;42.9798;1986;20.253357142857144;2000;119.70105714285714;1996;56.736071428571414;1985;289.8644142857143;1982;2.053071428571428;1983;1.584785714285714;1996;7.745557142857143;1994;9.8744;1990;0.6173857142857143;2010;67.81438571428572;1983;1.0337;1982;14.430085714285715;1989;19.07578571428572;1992;22.367600000000003;1977;58.42131428571429;1982;47.471;1982;0.5622571428571429;1989;70.86157142857142;2000;88.70417142857141;1986;94.05467142857142;1988;10.909571428571427;1993;1.3030857142857144;2010;15.152285714285714;1981;17.383885714285714;2009;14.655085714285715;1978;17.360414285714285;2011;30.11657142857143;1982;30.165271428571426;1981;31.239957142857143;1979;51.72120000000001;1984;1.1517857142857142;1986;81.04968571428572;1976;50.392228571428575;1979;60.74867142857143;1985;2.6527285714285713;1985;77.6743;1996;2.645314285714286;1979;71.76095714285712;1982;1.2444714285714285;2010;4.117242857142857;1985;57.031414285714284;1979;21.84971428571428;
2004;21.32997142857143;1987;15.097514285714286;2001;117.79318571428571;1997;35.40758571428571;1986;394.1046714285714;1983;0.32294285714285714;1984;31.306157142857142;1997;2.344057142857143;1995;5.0944;1991;0.7809285714285714;2011;99.01959999999998;1984;1.4074428571428572;1983;7.620285714285714;1990;16.938728571428573;1993;17.839699999999997;1978;60.25394285714286;1983;40.165485714285715;1983;0.6178999999999999;1990;64.98662857142858;2001;64.671;1987;67.56624285714285;1989;9.322385714285716;1994;3.392742857142857;2011;18.71792857142857;1983;8.116628571428572;2010;11.209714285714284;1979;13.78527142857143;2012;27.348757142857135;1983;26.779785714285715;1982;30.0556;1980;47.527499999999996;1985;1.1809571428571428;1987;59.466857142857144;1977;49.32201428571428;1980;55.885057142857136;1986;10.426042857142857;1986;152.44964285714286;1997;0.0;1980;68.47347142857144;1983;0.0;2011;5.457257142857142;1986;66.5501;1980;13.605628571428571;
2005;10.831700000000001;1988;3.1217571428571427;2002;107.4028;1998;31.251300000000004;1987;184.52355714285713;1984;1.7289714285714284;1985;50.86844285714286;1998;4.6010857142857144;1996;12.620314285714286;1993;0.9479142857142858;2012;56.63600000000001;1985;2.3848571428571432;1984;13.28047142857143;1991;14.287800000000002;1994;21.046899999999997;1979;60.79554285714285;1984;44.647200000000005;1984;0.6080857142857143;1991;58.281728571428566;2002;50.86145714285714;1988;69.01162857142856;1990;7.831771428571429;1995;1.557014285714286;2012;11.697742857142856;1984;7.547114285714286;2011;13.372328571428572;1980;15.168328571428573;2013;25.999285714285712;1984;29.47007142857143;1983;26.839157142857143;1981;44.88598571428572;1986;7.049685714285714;1988;55.29688571428572;1978;57.2139;1981;46.988499999999995;1987;8.593514285714283;1987;84.33875714285713;1998;1.9116428571428572;1981;49.76052857142857;1984;0.18685714285714283;2012;2.7424571428571434;1987;29.537414285714284;1981;12.499657142857144;
2006;17.915257142857143;1989;40.73587142857143;2003;109.64818571428573;1999;48.676471428571425;1988;257.6044;1985;7.073442857142857;1986;50.41548571428571;1999;6.337985714285714;1997;7.4625;1994;3.286342857142857;2013;61.20625714285715;1987;6.038271428571428;1985;24.39804285714286;1992;15.296728571428572;1995;18.4699;1980;59.15704285714286;1985;51.98241428571429;1985;2.6149428571428572;1992;54.02930000000001;2003;43.93597142857143;1989;72.77892857142857;1991;4.0958;1996;4.457528571428571;2013;11.165985714285714;1985;6.404299999999999;2012;13.745285714285712;1981;13.875971428571429;2014;22.87458571428571;1985;31.602985714285715;1984;29.895657142857143;1982;41.9528;1987;1.9209142857142858;1989;56.979685714285715;1979;54.743728571428576;1982;50.85245714285714;1988;2.0183;1988;68.5355857142857;1999;2.8142428571428573;1982;60.1012;1985;1.5551428571428574;2013;1.9187999999999998;1988;25.4911;1982;10.805171428571429;
2007;10.58932857142857;1993;1.2298142857142857;2004;98.97172857142859;2000;55.99718571428571;1989;369.06158571428574;1986;13.540071428571428;1987;10.837399999999999;2000;8.860642857142858;1998;4.492285714285715;1995;2.7185857142857146;2014;71.2753;1988;4.656828571428571;1986;118.23728571428572;1993;14.287800000000002;1996;22.525914285714286;1981;50.347300000000004;1986;66.32997142857144;1986;2.2051428571428566;1993;39.81957142857143;2004;49.692371428571434;1990;64.22152857142858;1992;3.3075000000000006;1997;2.980428571428572;2014;9.955985714285715;1986;73.29544285714285;2013;11.337485714285716;1982;12.927499999999998;2015;22.212414285714285;1986;39.681000000000004;1985;30.60902857142857;1983;38.92844285714285;1988;1.5884571428571428;1990;56.447614285714295;1980;49.46161428571429;1983;40.94898571428571;1990;7.844657142857143;1989;72.43734285714287;2000;8.655414285714285;1983;43.94858571428572;1986;17.503614285714285;2014;4.182942857142858;1989;19.742914285714285;1983;5.499571428571428;
2008;28.0043;1994;57.59478571428571;2005;84.85119999999999;2001;57.367342857142866;1990;323.31881428571427;1987;3.3702;1988;32.17724285714285;2001;8.481785714285714;1999;7.703157142857142;1996;3.0059571428571425;2015;45.4002;1989;9.123171428571428;1987;66.70548571428573;1994;15.416614285714287;1997;25.695128571428572;1982;40.289571428571435;1987;53.579457142857144;1987;1.4601285714285714;1994;59.000385714285706;2005;60.73262857142858;1991;60.2289;1993;2.803914285714286;1998;1.2422285714285712;2015;1.8942999999999999;1988;29.866728571428574;2014;9.414371428571428;1983;12.628857142857143;2016;21.311028571428572;1987;33.78157142857143;1986;39.5957;1984;51.670899999999996;1989;1.5494714285714284;1991;52.14102857142858;1981;46.052957142857146;1984;61.01985714285714;1991;3.575685714285714;1990;79.33550000000001;2001;6.69187142857143;1984;78.41252857142857;1987;13.853142857142856;2015;0.9063;1991;20.863400000000002;1984;10.41027142857143;
2009;29.387328571428572;1995;26.650514285714284;2006;96.39314285714286;2002;51.99022857142858;1991;291.89027142857145;1988;0.9268000000000001;1989;47.74492857142856;2002;3.9966571428571434;2000;12.9808;1997;1.2982142857142855;2016;34.12375714285714;1991;6.1925;1988;39.5467;1995;16.692414285714285;1998;17.839699999999997;1983;35.75171428571429;1988;54.076814285714285;1988;1.9632714285714283;1995;51.578871428571425;2006;48.16835714285714;1992;52.79302857142857;1994;3.394685714285714;1999;1.8802142857142854;2016;0.1865428571428571;1989;41.31972857142857;2015;7.009771428571428;1984;15.0093;2017;20.284457142857143;1988;33.590471428571426;1987;34.64344285714285;1985;55.173300000000005;1990;1.449657142857143;1992;47.918857142857156;1982;45.75268571428571;1985;71.78858571428572;1992;1.2846999999999997;1991;74.69542857142856;2003;0.0;1985;77.95998571428571;1988;5.751042857142858;2016;1.318857142857143;1992;6.4572;1985;13.28307142857143;
2010;9.502885714285714;1996;11.28212857142857;2007;87.70817142857143;2003;47.20231428571428;1992;139.96915714285714;1989;16.425028571428573;1990;50.564042857142866;2003;9.0867;2001;12.218271428571427;1998;1.0384714285714285;2018;55.64624285714286;1992;2.4367428571428573;1989;129.60205714285715;1996;15.9594;1999;18.334557142857143;1984;40.29567142857143;1989;60.08864285714286;1989;1.7269999999999999;1996;77.41728571428573;2007;40.5494;1993;39.81581428571428;1995;5.174685714285715;2000;4.216571428571428;2017;4.061157142857143;1990;31.15601428571429;2016;8.121671428571428;1985;25.462485714285712;2018;22.286142857142856;1989;31.141042857142853;1988;34.78422857142857;1986;69.72182857142857;1991;1.487757142857143;1993;44.822028571428575;1983;39.51454285714285;1986;128.74924285714286;1993;2.2291;1992;49.490628571428566;2004;2.550871428571429;1986;166.57005714285714;1989;7.433171428571429;2017;2.573314285714286;1993;5.577085714285714;1986;78.45472857142859;
2011;38.80365714285715;1997;20.022514285714287;2008;108.8812;2004;47.18162857142857;1993;147.85451428571426;1990;26.90332857142857;1991;71.1783;2004;9.095442857142858;2003;8.715771428571427;1999;2.2524285714285712;2019;60.642214285714296;1993;5.214328571428572;1990;105.70310000000002;1997;14.170828571428572;2000;23.12495714285714;1985;46.50965714285714;1990;49.72804285714286;1990;1.049742857142857;1997;56.17348571428572;2008;39.38081428571429;1994;63.072914285714276;1996;5.041028571428571;2001;2.0490285714285714;2018;6.913028571428571;1992;11.987499999999999;2017;8.845814285714285;1986;15.238057142857144;2019;22.349400000000003;1990;29.981799999999996;1989;34.50207142857142;1987;58.968228571428575;1992;1.8040714285714283;1994;50.20021428571429;1984;50.01894285714286;1987;76.6091;1994;4.465328571428571;1993;50.92277142857143;2005;2.6492428571428563;1987;97.40725714285715;1990;8.550785714285713;2018;3.633157142857143;1994;12.984514285714285;1987;54.21091428571428;
2012;6.1632428571428575;1998;3.874914285714286;2009;121.32168571428572;2005;41.95241428571428;1994;346.8319571428571;1991;15.998085714285716;1993;5.339271428571428;2005;6.637071428571429;2004;17.49985714285714;2000;4.3701;2020;106.66245714285712;1995;7.085399999999999;1991;58.36597142857143;1998;15.96317142857143;2001;19.7474;1986;66.56507142857143;1991;49.019085714285715;1991;0.7149714285714286;1998;37.30611428571428;2009;66.50842857142858;1995;51.06782857142857;1997;3.3614142857142864;2002;2.995785714285714;2019;5.883928571428571;1993;9.817657142857144;2018;9.103814285714284;1987;12.689542857142857;2020;20.594157142857142;1991;28.762328571428572;1990;32.002671428571425;1988;58.64042857142858;1993;1.6436857142857144;1995;54.741585714285705;1985;55.820685714285716;1988;66.46438571428571;1995;2.1573428571428575;1994;92.95167142857144;2006;5.688957142857142;1988;72.75280000000001;1991;10.365214285714286;2019;7.280957142857143;1995;11.013885714285715;1988;22.249571428571425;
2013;5.622142857142856;1999;16.88222857142857;2010;109.15702857142857;2006;41.449957142857144;1995;260.14612857142856;1993;0.4933;1994;44.437642857142855;2006;3.3507571428571437;2005;13.011257142857144;2001;2.358571428571429;null;null;1996;12.559828571428572;1992;27.1936;1999;18.193242857142856;2002;17.839699999999997;1987;55.49888571428571;1992;43.480442857142855;1992;1.071142857142857;1999;41.42638571428572;2010;54.24051428571429;1996;68.9859;1998;6.3414857142857155;2003;1.5015;2020;2.5171285714285716;1994;31.86334285714285;null;null;1988;14.782042857142859;null;null;1992;27.818642857142862;1991;30.484299999999994;1989;56.35519999999999;1994;1.5494714285714284;1996;55.07845714285714;1986;98.42937142857143;1989;67.96660000000001;1996;3.8078142857142856;1995;76.86298571428571;2008;0.0;1989;91.03221428571428;1992;1.2883571428571428;null;null;1996;10.735828571428572;1989;37.28171428571428;
2014;23.158257142857142;2000;44.92747142857143;2011;148.55361428571427;2007;39.562042857142856;1996;330.1040857142857;1994;22.1453;1995;32.628957142857146;2007;0.9886999999999999;2006;32.785199999999996;2002;1.5892714285714287;null;null;1997;6.693957142857142;1993;18.06027142857143;2000;16.220414285714288;2003;16.596499999999995;1988;57.88072857142857;1993;41.17364285714285;1993;0.6607142857142857;2000;80.59325714285714;2011;52.17665714285714;1997;58.43407142857143;1999;5.001271428571428;2004;1.0327285714285712;null;null;1995;14.762985714285715;null;null;1990;17.30177142857143;null;null;1993;27.51134285714286;1992;29.15432857142857;1990;47.84625714285715;1995;1.6433857142857147;1997;55.372157142857134;1987;64.47857142857143;1990;72.48182857142857;1997;4.180514285714286;1996;80.5107;2009;5.589257142857143;1990;90.30600000000001;1993;0.0;null;null;1997;9.546885714285716;1990;45.36414285714285;
2015;5.846271428571428;2001;8.5874;2012;103.12644285714286;2008;46.97019999999999;1997;165.4067857142857;1995;13.932957142857143;1996;38.09875714285714;2008;6.545471428571429;2007;15.527928571428571;2003;2.0189285714285714;null;null;1998;4.627371428571429;1994;104.47855714285716;2001;18.318028571428574;2004;15.507171428571429;1989;60.359028571428574;1994;50.26304285714286;1994;0.7096428571428571;2001;58.06372857142858;2012;51.794585714285724;1998;40.17627142857143;2000;4.943257142857143;2005;2.198871428571428;null;null;1996;39.87017142857143;null;null;1991;9.494442857142857;null;null;1994;29.98232857142857;1993;27.455871428571434;1991;45.1157;1996;1.8787714285714283;1998;39.98218571428571;1988;57.12717142857144;1991;69.583;1998;1.4883000000000002;1997;71.74257142857142;2011;1.0070000000000001;1991;86.16782857142857;1994;3.6993;null;null;1998;7.6504714285714295;1991;33.40468571428572;
2016;24.998728571428575;2002;8.972871428571429;2013;104.09491428571427;2009;57.2003857142857;1998;153.02565714285714;1996;7.7072;1997;11.66917142857143;2009;8.346057142857143;2008;21.901314285714285;2004;1.2909142857142857;null;null;1999;5.860685714285714;1995;62.18201428571428;2002;14.229814285714285;2005;17.839699999999997;1990;54.964299999999994;1995;44.90394285714285;1995;1.6510285714285715;2002;52.71277142857143;2013;43.85294285714285;1999;47.31022857142857;2001;5.264928571428571;2006;4.131385714285714;null;null;1997;24.495628571428572;null;null;1992;15.23297142857143;null;null;1995;28.927342857142857;1994;30.64568571428571;1992;43.60425714285714;1997;1.9462428571428574;1999;44.10431428571428;1989;62.036585714285714;1992;49.49084285714285;1999;2.3996999999999997;1998;54.063757142857135;2012;0.0;1992;55.10431428571429;1995;0.9622999999999999;null;null;1999;12.620214285714287;1992;11.427899999999998;
2017;23.237;2003;7.795057142857142;2014;109.70554285714286;2010;46.88878571428571;1999;284.10505714285716;1997;2.9974285714285713;1998;15.266814285714286;2010;2.831371428571429;2009;27.397771428571428;2005;1.7601;null;null;2000;11.657114285714286;1996;72.17028571428571;2003;12.785171428571429;2006;18.01955714285714;1991;49.82351428571428;1996;50.216942857142854;1996;1.4572999999999998;2003;41.79638571428571;2014;42.370099999999994;2000;83.19908571428572;2002;4.148871428571428;2007;1.6643857142857144;null;null;1998;9.138328571428572;null;null;1993;11.922742857142856;null;null;1996;32.11875714285714;1995;28.601285714285716;1993;45.4871;1998;1.2793000000000003;2000;57.93221428571428;1990;55.15188571428571;1993;48.3807;2000;8.585942857142857;1999;57.81847142857142;2013;0.12214285714285712;1993;54.14675714285714;1996;2.9877000000000002;null;null;2000;10.237614285714285;1993;5.7943;
2018;25.2811;2004;3.521657142857143;2015;88.37044285714286;2011;62.441857142857145;2000;409.24208571428574;1998;3.2025857142857146;1999;27.034942857142855;2011;6.677071428571429;2010;24.3157;2006;3.4044;null;null;2001;7.247757142857144;1997;77.2334;2004;18.37754285714286;2007;15.983900000000002;1992;43.252028571428575;1997;52.407471428571434;1997;0.4781142857142857;2004;48.54238571428572;2015;35.784128571428575;2001;66.27671428571429;2003;2.5898;2008;2.3371714285714282;null;null;1999;24.432457142857142;null;null;1994;11.728942857142854;null;null;1997;36.72135714285714;1996;31.948171428571424;1994;54.1343;1999;1.2721285714285717;2001;46.99958571428571;1991;55.773942857142856;1994;66.2767;2001;5.690842857142856;2000;85.44820000000001;2014;0.04871428571428571;1994;126.78949999999999;1997;1.6051;null;null;2001;15.907428571428571;1994;16.8267;
2019;31.803242857142855;2005;3.0293142857142854;2016;75.90235714285714;2012;39.02515714285714;2001;420.2331571428571;1999;1.8157285714285716;2000;35.589957142857145;2012;0.596;2011;32.05277142857143;2007;2.090485714285714;null;null;2002;11.653314285714286;1998;42.83862857142857;2005;18.192057142857145;2008;16.596499999999995;1993;36.39677142857143;1998;36.116571428571426;1998;0.6281571428571429;2005;54.99141428571429;2016;30.774357142857145;2002;56.31518571428571;2004;3.9485142857142854;2009;5.378071428571428;null;null;2000;52.9357;null;null;1995;17.948085714285714;null;null;1998;31.13807142857143;1997;34.13661428571429;1995;57.94264285714286;2000;2.005814285714286;2002;44.015600000000006;1992;48.964385714285704;1995;66.01704285714285;2002;3.7497857142857143;2001;68.72822857142857;2015;0.0;1995;75.43571428571428;1998;1.2717714285714286;null;null;2002;11.67402857142857;1995;12.129657142857143;
null;null;2006;17.785385714285713;2017;92.78841428571427;2013;28.708928571428572;2002;305.5618285714286;2000;16.50132857142857;2001;56.34319999999999;2013;1.730971428571429;2012;22.21274285714286;2008;2.8035714285714284;null;null;2003;4.8566;1999;57.06565714285715;2006;15.596914285714288;2009;16.247314285714285;1994;46.27422857142857;1999;39.86324285714285;1999;1.2678714285714285;2006;44.786942857142854;2017;33.07658571428571;2003;42.07731428571429;2005;4.708414285714285;2010;3.0374857142857143;null;null;2001;27.607142857142858;null;null;1996;16.072014285714285;null;null;1999;31.051671428571428;1998;26.94157142857143;1996;56.61782857142857;2001;1.4270714285714285;2003;40.19835714285714;1993;44.94472857142858;1996;71.27334285714286;2003;0.922642857142857;2002;58.490485714285704;2016;0.0;1996;83.70295714285714;1999;0.8403571428571429;null;null;2003;14.787328571428572;1996;15.7042;
null;null;2007;4.551771428571429;2018;93.29252857142856;2014;43.782714285714285;2003;259.9046142857143;2001;4.1206000000000005;2002;38.42602857142857;2014;2.5636;2013;23.38337142857143;2009;4.8989714285714285;null;null;2004;4.598442857142857;2000;119.78734285714283;2007;13.880899999999999;2010;19.609828571428572;1995;41.9802;2000;53.35324285714285;2000;0.4294428571428571;2007;40.602557142857144;2018;34.98034285714285;2004;48.865357142857135;2006;4.332257142857143;2011;4.031442857142857;null;null;2002;39.809714285714286;null;null;1997;12.298699999999998;null;null;2000;37.67485714285714;1999;27.121271428571426;1997;60.77251428571429;2002;1.3749285714285713;2004;38.742157142857145;1994;53.630428571428574;1997;62.88392857142857;2004;1.5575000000000003;2003;50.96467142857142;2017;0.10334285714285715;1997;73.7618142857143;2000;1.3446142857142858;null;null;2004;16.2067;1997;12.355428571428572;
null;null;2008;23.757014285714284;2019;117.36547142857144;2015;32.677800000000005;2004;287.1709285714286;2002;1.4562571428571427;2003;30.776357142857144;2015;2.6571142857142855;2014;18.6208;2010;3.440642857142857;null;null;2005;2.7690142857142854;2001;80.07095714285715;2008;14.469614285714286;2011;21.046899999999997;1996;51.430071428571424;2001;42.96494285714285;2001;0.8932142857142856;2008;40.67361428571429;2019;42.20637142857142;2005;56.31528571428571;2007;4.706085714285714;2012;2.4937428571428577;null;null;2003;11.201157142857141;null;null;1998;14.985014285714286;null;null;2001;28.416185714285714;2000;33.71687142857144;1998;44.369114285714296;2003;0.6028000000000001;2005;42.37787142857143;1995;56.117000000000004;1998;43.77244285714285;2005;1.3825714285714288;2004;42.58878571428571;2018;0.0;1998;50.452299999999994;2001;1.5741714285714286;null;null;2005;7.1633;1998;16.555414285714285;
null;null;2009;6.074214285714286;null;null;2016;26.398642857142857;2005;181.87035714285713;2003;0.7561857142857141;2004;32.812957142857144;2016;1.0340857142857143;2015;14.854385714285712;2011;5.182271428571428;null;null;2006;6.7467428571428565;2002;68.04415714285715;2009;14.589528571428573;2012;18.742471428571427;1997;51.590700000000005;2002;39.98948571428571;2002;0.3697;2009;67.07944285714287;2020;48.81907142857142;2006;49.817714285714274;2008;6.957057142857144;2013;2.501528571428572;null;null;2004;4.3898;null;null;1999;19.18354285714286;null;null;2002;26.863285714285716;2001;28.3388;1999;48.169914285714285;2004;0.8834571428571428;2006;43.79298571428571;1996;57.31814285714286;1999;47.71028571428571;2006;7.277857142857142;2005;47.66890000000001;null;null;1999;56.86274285714286;2002;0.87;null;null;2006;6.595114285714286;1999;9.215828571428572;
null;null;2010;9.774214285714285;null;null;2017;40.75485714285714;2006;234.28084285714286;2004;1.0034571428571428;2005;24.561271428571427;2017;1.2115285714285715;2016;11.38677142857143;2012;3.496485714285714;null;null;2007;3.566757142857143;2003;46.400814285714276;2010;14.702114285714286;2013;16.2894;1998;38.75167142857142;2003;37.190400000000004;2003;0.2746857142857143;2010;56.46092857142857;null;null;2007;43.452299999999994;2009;5.017428571428572;2014;1.4793285714285713;null;null;2005;20.503871428571433;null;null;2000;14.700057142857142;null;null;2003;25.323628571428568;2002;26.864742857142854;2000;63.465614285714274;2005;1.0043857142857142;2007;37.35974285714286;1997;56.115471428571425;2000;67.60807142857144;2009;1.7767714285714284;2006;57.23552857142857;null;null;2000;98.05047142857143;2003;0.3648428571428572;null;null;2007;5.238128571428573;2000;19.1816;
null;null;2011;19.686;null;null;2018;40.80291428571428;2007;156.60521428571428;2005;1.1338285714285714;2006;16.321885714285713;2018;2.134271428571428;2017;16.186900000000005;2013;4.2235571428571435;null;null;2008;7.862228571428571;2004;99.6589;2011;18.123585714285714;2014;14.7769;1999;42.467528571428566;2004;34.398514285714285;2004;0.12874285714285713;2011;64.70922857142857;null;null;2008;40.76507142857143;2010;5.960457142857142;2015;0.8066428571428572;null;null;2006;24.598342857142853;null;null;2001;15.571728571428569;null;null;2004;23.971442857142858;2003;25.021971428571426;2001;42.30944285714286;2006;0.9463857142857143;2008;40.025371428571425;1998;41.46964285714286;2001;55.06087142857143;2010;2.750028571428571;2007;38.7065;null;null;2001;73.87261428571428;2004;0.6288142857142857;null;null;2008;8.986314285714284;2001;18.695285714285713;
null;null;2012;3.271571428571428;null;null;2019;69.90307142857144;2008;250.46844285714286;2006;8.017985714285713;2007;13.192442857142856;2019;7.876128571428571;2019;18.29321428571428;2014;3.7077142857142857;null;null;2009;7.227014285714285;2005;42.2413;2012;15.2972;2016;12.06827142857143;2000;58.22902857142857;2005;40.0754;2005;0.04587142857142857;2012;49.339057142857136;null;null;2009;65.60097142857144;2011;9.275657142857144;2016;0.6418142857142858;null;null;2007;15.0759;null;null;2002;11.3023;null;null;2005;26.055342857142854;2004;23.886742857142853;2002;39.75492857142858;2007;0.8901857142857145;2009;42.331228571428575;1999;46.0413;2002;47.773142857142865;2011;1.3061571428571426;2008;44.21715714285715;null;null;2002;62.86215714285714;2005;0.46928571428571425;null;null;2009;14.847885714285713;2002;12.105985714285714;
null;null;2013;6.7665;null;null;null;null;2009;273.3678428571429;2007;0.4695714285714285;2008;22.78357142857143;null;null;2020;25.56345714285714;2015;2.331185714285714;null;null;2010;8.023214285714285;2006;104.61844285714287;2013;13.302042857142856;2017;13.175200000000002;2001;45.25099999999999;2006;39.65325714285715;2006;0.6409142857142858;2013;41.33065714285715;null;null;2010;58.28472857142857;2012;6.8509714285714285;2017;1.0156428571428573;null;null;2008;9.536657142857143;null;null;2003;9.730942857142859;null;null;2006;27.59015714285714;2005;27.224185714285714;2003;35.80214285714286;2008;1.0336571428571428;2010;48.01194285714286;2000;57.31715714285714;2003;43.077528571428566;2012;0.6903142857142858;2009;53.21367142857142;null;null;2003;42.58371428571429;2006;1.943514285714286;null;null;2010;11.380457142857143;2003;7.6399285714285705;
null;null;2014;2.8217714285714286;null;null;null;null;2010;221.09285714285716;2008;5.071414285714286;2009;51.16275714285713;null;null;null;null;2016;1.3091571428571431;null;null;2011;7.908357142857143;2007;57.477;2014;11.553685714285715;2018;14.648399999999999;2002;42.454299999999996;2007;38.615114285714284;2008;0.0;2014;40.855785714285716;null;null;2011;54.76505714285714;2013;6.066414285714286;2018;1.4406999999999999;null;null;2009;23.612257142857143;null;null;2004;10.822142857142856;null;null;2007;25.377928571428573;2006;27.4301;2004;34.73465714285715;2009;1.9841571428571427;2011;45.0081;2001;49.28928571428571;2004;36.238057142857144;2015;0.4501285714285714;2010;68.68732857142858;null;null;2004;40.98147142857143;2007;0.35634285714285713;null;null;2011;13.7576;2004;10.168614285714286;
