1977;529.4958;2006;726.6593;1977;878.5161;1989;747.8236;1982;47.498;1982;283.1735;1982;531.8909;1984;23.8853;1986;63.4118;1984;607.2565;1992;1134.9391;1982;39.9603;1991;165.8304;1995;308.0486;1982;1759.688;1990;2088.8325;1975;458.5162;1982;705.7337;1998;1032.059;1991;1884.5004;2002;283.5352;1982;126.4801;1982;273.3943;
1978;763.714;2007;480.16;1978;1434.061;1990;719.928;1983;64.7001;1983;246.0643;1983;616.6397;1991;28.0651;1987;63.8944;1985;201.8707;1993;1267.6221;1983;299.1543;1992;13.4961;1997;262.8685;1983;1729.8;1991;2439.7627;1976;483.801;1983;1879.1495;1999;1351.6027;1992;1041.7236;2003;599.8233;1983;1254.5378;1983;1516.8862;
1979;990.0367;2008;569.7011;1979;1417.4982;1991;891.8347;1984;101.0044;1984;532.462;1984;1472.9591;1992;18.1857;1988;96.9209;1986;143.0399;1994;1380.9495;1984;969.5746;1993;48.5077;1998;292.0735;1984;4251.528;1992;1447.0255;1977;142.2111;1984;3572.0562;2000;765.0797;1993;1967.5;2004;207.7624;1984;1344.6449;1984;2216.6836;
1980;412.1781;2009;329.6063;1980;742.8691;1992;477.6063;1985;71.5073;1985;305.8717;1985;706.3097;1993;21.4739;1990;61.1811;1987;168.5231;1995;790.794;1985;294.5742;1994;46.1365;2001;417.2451;1985;2024.072;1993;2439.7627;1978;230.4628;1985;2572.8972;2001;1255.9039;1994;3469.8516;2005;421.1311;1985;1397.4943;1985;1980.1656;
1981;442.5092;2010;502.6473;1981;805.699;1993;591.182;1986;57.1577;1986;225.6259;1986;653.9082;1994;13.4825;1991;200.64;1988;163.4072;1996;1926.0299;1986;188.1299;1995;50.4265;2008;467.2795;1986;1648.928;1994;2440.182;1979;363.6305;1986;1374.3466;2002;1299.4387;1995;2521.2017;2008;642.689;1986;1183.1764;1986;1304.1244;
1982;423.8685;2011;355.4206;1982;707.3556;1994;490.1909;1987;68.4071;1987;269.9798;1987;708.3572;1995;25.7722;1992;49.0992;1989;578.7693;1997;634.9264;1987;299.1543;1998;35.642;2009;202.5319;1987;1976.072;1995;1464.7401;1980;609.1225;1987;2271.808;2003;3056.9429;1996;3015.477;2009;104.3999;1988;1163.0245;1987;1966.566;
1983;219.0431;2012;598.7504;1983;429.409;1995;475.109;1988;80.142;1988;173.1706;1988;544.745;1996;41.9052;1993;105.9605;1990;78.5695;1998;702.1014;1988;52.6866;1999;50.4265;2010;349.3675;1988;2032.128;1996;4359.4014;1981;76.1352;1988;2073.2917;2004;671.0873;1997;1090.672;2010;468.4199;1992;254.9335;1988;1854.6096;
1984;417.1718;2013;651.1761;1984;728.0366;1996;894.1912;1989;100.0541;1989;277.0636;1989;798.617;1997;18.1857;1994;65.6833;1991;427.5874;1999;1483.3506;1991;230.6712;2000;14.8609;2011;131.0791;1989;1920.8;1997;962.1219;1982;32.6877;1989;1147.5225;2005;1470.7185;1998;1843.7894;2011;69.8877;1994;1285.5114;1989;988.5176;
1985;566.8229;2014;491.6745;1985;1005.2441;1997;400.6983;1990;65.3621;1990;342.9063;1990;700.1814;1998;22.1636;1995;84.4553;1992;126.1941;2000;704.9732;1993;154.0957;2001;101.5481;2012;106.3751;1990;1605.632;1998;1256.2642;1984;1515.7292;1990;1710.1548;2006;1098.5999;1999;2530.1184;2012;150.6092;1995;996.1132;1990;1230.1421;
1986;412.1781;2015;715.4613;1986;602.6254;1998;578.0187;1991;115.8007;1991;295.4974;1991;756.0992;1999;24.2968;1996;205.6959;1993;151.2623;2001;1929.9543;1995;174.0867;2003;155.4282;2014;304.5788;1991;2171.528;1999;2440.182;1985;1150.8466;1991;827.8187;2007;3161.908;2000;1607.8726;2013;182.3604;1996;798.3044;1991;580.8442;
1987;351.0812;2016;516.6571;1987;579.7418;1999;640.0727;1992;56.5093;1992;159.5482;1992;389.0038;2000;16.0434;1997;56.9256;1994;190.4261;2002;976.5469;1996;512.5092;2004;39.6651;2016;133.5639;1992;1168.2474;2000;1104.4565;1986;250.9133;1992;286.3042;2008;3040.491;2001;2574.938;2014;64.9475;1998;992.9206;1992;260.84;
1988;422.1902;2017;604.2943;1988;528.8067;2000;817.9577;1993;54.9176;1993;234.3282;1993;552.145;2001;30.4536;1998;57.469;1995;174.4753;2003;1941.7443;1997;59.5809;2006;44.2619;2017;288.5812;1993;1569.992;2001;2760.9595;1987;779.9868;1993;692.1211;2009;1054.0659;2002;2227.399;2016;228.4367;1999;1050.8658;1993;820.2085;
1989;447.6501;2018;540.6286;1989;778.668;2001;1196.0989;1994;64.3574;1994;229.4829;1994;506.5513;2002;11.3894;1999;91.334;1996;534.1742;2004;1274.3921;1998;133.838;2010;30.4565;2018;442.9485;1994;2238.728;2002;1429.947;1988;1020.377;1994;1765.1697;2010;1508.4481;2003;4182.441;2017;642.689;2000;828.3182;1994;1908.0415;
1990;347.9776;null;null;1990;766.7039;2002;444.8944;1995;64.0236;1995;160.4437;1995;460.8107;2003;28.8507;2000;65.3483;1997;158.4929;2005;1759.988;2000;103.106;2011;3.5812;null;null;1995;1059.968;2003;4580.2095;1989;143.912;1995;1870.1945;2011;331.9442;2004;1975.3779;2018;679.71;2001;977.0047;1995;1477.196;
1991;587.7956;null;null;1991;863.2597;2003;809.8138;1996;87.2522;1996;289.3182;1996;927.0989;2004;28.4566;2001;124.8504;1998;162.1716;2006;1483.3506;2001;296.0969;2012;11.0153;null;null;1996;2171.528;2004;1958.7773;1990;336.7813;1996;1851.2174;2012;311.2056;2005;2665.7578;null;null;2002;739.3094;1996;898.7034;
1992;247.964;null;null;1992;448.4626;2004;833.4567;1997;53.6576;1997;130.4736;1997;241.4242;2005;25.7722;2002;67.6924;1999;294.2581;2007;1458.3956;2002;143.3379;2013;12.2556;null;null;1997;910.7793;2005;2966.2478;1991;25.9496;1997;269.61;2013;520.3197;2006;2303.3994;null;null;2003;883.1908;1997;468.4709;
1993;316.076;null;null;1993;548.5218;2005;480.371;1998;81.4041;1998;210.608;1998;499.4022;2006;30.4536;2003;118.5098;2000;115.6356;2008;1855.6208;2003;1183.2216;2017;35.8626;null;null;1998;1125.0;2006;2403.4424;1992;48.4707;1998;732.0318;2015;1048.5479;2007;4079.808;null;null;2004;650.6729;1998;1291.6676;
1994;323.5573;null;null;1994;509.2133;2006;830.0583;1999;86.1454;1999;261.1145;1999;671.8648;2007;30.4536;2004;71.8941;2001;269.9334;2009;1045.7382;2004;69.3752;2018;49.4647;null;null;1999;2171.528;2007;4305.3276;1993;250.9133;1999;1454.849;2017;1658.3899;2008;4379.781;null;null;2005;961.1681;1999;1490.3768;
1995;299.871;null;null;1995;492.5182;2007;560.9743;2000;54.2876;2000;307.9578;2000;839.8633;2013;8.698;2006;76.4654;2002;236.7765;2010;1295.4084;2007;678.358;null;null;null;null;2000;948.3441;2008;4041.6357;1994;282.918;2000;525.3578;null;null;2009;1523.632;null;null;2006;603.5668;2000;1332.3365;
1996;522.156;null;null;1996;869.3569;2008;793.1342;2001;120.4947;2001;412.2598;2001;1216.5869;null;null;2007;111.746;2003;297.3713;2011;766.7269;2008;140.512;null;null;null;null;2001;2255.688;2009;1526.9735;1995;761.2589;2001;1082.8864;null;null;2010;1760.7472;null;null;2008;1658.0973;2001;1119.6805;
1997;233.4375;null;null;1997;384.1081;2009;373.4553;2002;70.1219;2002;199.1176;2002;739.3526;null;null;2008;73.2424;2004;214.9721;2012;1569.158;2009;66.7949;null;null;null;null;2002;1312.2;2010;1600.2203;1996;366.666;2002;1071.718;null;null;2011;961.5081;null;null;2010;1005.7099;2002;1013.6364;
1998;354.2761;null;null;1998;548.1291;2010;608.6726;2003;106.7711;2003;398.7936;2003;1106.8148;null;null;2009;35.8817;2005;236.1004;2013;661.4548;2010;84.9101;null;null;null;null;2003;2832.2;2011;797.0853;1997;69.5254;2003;3064.4272;null;null;2012;1650.8427;null;null;2011;230.0964;2003;1566.8973;
1999;358.8898;null;null;1999;633.5783;2011;416.7895;2004;79.6045;2004;335.411;2004;886.4094;null;null;2011;40.2752;2006;97.6306;2014;597.6998;2011;54.9522;null;null;null;null;2004;1534.752;2012;1823.7284;1998;145.6259;2004;642.7921;null;null;2013;1148.4219;null;null;2012;474.0843;2004;866.9424;
2000;509.4126;null;null;2000;748.9928;2012;631.436;2005;83.5813;2005;235.3005;2005;794.3235;null;null;2012;48.413;2007;323.8399;2015;995.2056;2012;40.5116;null;null;null;null;2005;2393.672;2013;825.3099;1999;413.4354;2005;1235.2222;null;null;2014;689.1748;null;null;2013;387.7051;2005;1273.077;
2001;660.5362;null;null;2001;1055.7362;2013;714.2177;2006;62.3664;2006;341.7902;2006;924.8193;null;null;2013;53.4733;2008;176.7638;2016;651.0511;2013;32.4402;null;null;null;null;2006;1952.288;2014;745.3001;2000;140.5231;2006;902.6345;null;null;2015;1540.9952;null;null;2014;115.1756;2006;698.5775;
2002;310.1428;null;null;2002;459.5685;2014;532.1264;2007;85.7775;2007;247.0491;2007;899.8917;null;null;null;null;2009;79.7279;2017;1354.4403;null;null;null;null;null;null;2007;2376.2;2015;1974.4353;2001;230.4628;2007;3280.3694;null;null;2016;1137.7358;null;null;2015;389.3405;2007;2632.6826;
2003;451.0909;null;null;2003;767.5502;2015;772.3014;2008;62.3664;2008;334.1249;2008;1063.1077;null;null;null;null;2010;203.7815;2018;924.3524;null;null;null;null;null;null;2008;2535.752;2016;799.9343;2002;635.0375;2008;3933.6238;null;null;2017;2530.1184;null;null;2016;448.5759;2008;3248.042;
2004;397.3454;null;null;2004;830.0312;2016;527.3848;2009;52.0933;2009;263.9465;2009;567.0642;null;null;null;null;2011;117.845;2019;1529.2566;null;null;null;null;null;null;2009;1292.832;2017;2271.4878;2003;1716.7771;2009;822.9438;null;null;2018;2753.4946;null;null;null;null;2009;372.7327;
2005;290.2231;null;null;2005;459.5685;2017;560.1773;2010;78.1745;2010;308.2047;2010;950.0177;null;null;null;null;2013;86.4473;null;null;null;null;null;null;null;null;2010;1513.8;null;null;2004;357.5908;2010;981.8369;null;null;null;null;null;null;null;null;2010;1473.9086;
2006;431.313;null;null;2006;779.9703;null;null;2011;49.0114;2011;214.1589;2011;393.8555;null;null;null;null;2014;107.5652;null;null;null;null;null;null;null;null;2011;784.3299;null;null;2005;439.416;2011;290.1706;null;null;null;null;null;null;null;null;2011;290.5093;
2007;324.618;null;null;2007;530.7554;null;null;2012;58.442;2012;205.6627;2012;805.0744;null;null;null;null;2015;165.0007;null;null;null;null;null;null;null;null;2012;1774.728;null;null;2006;552.3146;2012;229.9501;null;null;null;null;null;null;null;null;2012;585.2878;
2008;349.8452;null;null;2008;733.5959;null;null;2013;53.9723;2013;204.7243;2013;443.6803;null;null;null;null;2016;125.0796;null;null;null;null;null;null;null;null;2013;842.6047;null;null;2007;1435.0145;2013;373.1399;null;null;null;null;null;null;null;null;2013;527.9556;
2009;228.4331;null;null;2009;368.6422;null;null;2014;43.0388;2014;155.7943;2014;414.9513;null;null;null;null;2017;169.7054;null;null;null;null;null;null;null;null;2014;807.3858;null;null;2008;1327.1299;2014;72.8167;null;null;null;null;null;null;null;null;2014;200.6785;
2010;287.4224;null;null;2010;574.3901;null;null;2015;110.5498;2015;585.2455;2015;900.4072;null;null;null;null;2018;100.2543;null;null;null;null;null;null;null;null;2015;1170.4543;null;null;2009;366.666;2015;1045.5928;null;null;null;null;null;null;null;null;2015;473.2951;
2011;228.4331;null;null;2011;408.3808;null;null;2016;61.4103;2016;270.4096;2016;680.7672;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2016;690.1172;null;null;2010;429.9811;2016;303.28;null;null;null;null;null;null;null;null;2016;565.5618;
2012;383.5316;null;null;2012;539.4287;null;null;2017;54.0038;2017;358.3722;2017;867.698;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2017;2308.3728;null;null;2011;57.4381;2017;1543.5214;null;null;null;null;null;null;null;null;2017;1825.0063;
2013;342.352;null;null;2013;636.5669;null;null;2018;67.8995;2018;224.6644;2018;506.1007;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2018;1229.6007;null;null;2012;28.8887;2018;2136.67;null;null;null;null;null;null;null;null;2018;1768.666;
2014;290.2231;null;null;2014;490.646;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2013;112.3088;null;null;null;null;null;null;null;null;null;null;null;null;
2015;414.3507;null;null;2015;742.8348;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2014;18.3047;null;null;null;null;null;null;null;null;null;null;null;null;
2016;326.8154;null;null;2016;494.3033;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2017;445.1173;null;null;null;null;null;null;null;null;null;null;null;null;
2017;343.8458;null;null;2017;612.36;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;2018;531.8098;null;null;null;null;null;null;null;null;null;null;null;null;
2018;318.7855;null;null;2018;503.8956;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;
