Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;Date;Value;
1990;107.02450273972593;2019;137.8160401639343;1990;232.71843917808218;2003;214.5962161202187;1995;37.59633825136609;1995;102.12845655737706;1995;178.6056775956282;2004;1.8784002732240421;2001;14.64985972602741;1998;19.30402383561644;2006;493.3098054794518;null;null;1998;7.0171;2011;0.5375423497267758;2017;14.254290684931505;1995;568.728807923497;2003;722.3159650273228;null;null;1989;75.84633808219178;1995;118.89422841530069;2011;62.253869398907206;2004;585.1578452054787;2016;14.83514328767124;2000;76.01646794520546;1995;245.5691191256831;
1991;103.88407013698635;null;null;1991;223.26524493150663;2004;217.45937890410968;1996;35.768119178082195;1996;95.35284082191777;1996;175.7713263013697;2005;2.228206575342463;2002;14.345367945205474;1999;45.43226338797816;2007;358.80964453551894;null;null;2000;5.713235890410964;2012;0.6649180821917804;2018;17.33181013698629;1996;518.673893698631;2004;543.5827416438354;null;null;1990;9.527370958904113;1996;101.43356109589051;2012;14.407698630136995;2005;527.719903835616;2017;18.011616438356164;2001;86.40362821917802;1996;137.8169526027395;
1992;110.83642513661195;null;null;1992;214.50920409836058;2005;215.14430684931537;1997;37.75247698630143;1997;95.73599999999992;1997;172.85373753424642;2006;2.2957317808219173;2003;13.626343835616439;2000;25.401436438356146;2008;466.6938465753417;null;null;2001;12.595278630136983;2013;1.1240484931506851;2019;24.13024426229508;1997;553.8886950684933;2005;449.320880273973;null;null;1991;6.112065027322406;1997;36.29532273972603;2013;30.088193150684923;2006;823.9605342465755;2018;42.28726027397262;2002;70.03050821917807;1997;98.63473342465745;
1993;96.45607863013694;null;null;1993;194.1165504109587;2006;226.1984249315069;1998;33.040101369862974;1998;80.76988191780825;1998;118.31204246575346;2007;1.40584904109589;2004;23.88024316939892;2001;29.880733424657546;2009;516.7173493150678;null;null;2002;7.033946027397262;2014;1.2296227397260275;null;null;1998;374.0453939726024;2006;654.8217180821922;null;null;1992;0.961165753424657;1998;19.691267671232872;2014;17.313621643835607;2007;557.7367669398908;2019;63.64064617486336;2003;110.71677267759569;1998;55.47901780821921;
1994;104.84625178082194;null;null;1994;209.33650027397258;2007;179.7547008196722;1999;38.93699207650278;1999;92.41974918032787;1999;181.44899453551866;2009;2.0778594520547933;2005;14.924685479452052;2002;19.826573972602738;2010;409.8940586301367;null;null;2003;61.378121311475404;2017;2.300911780821917;null;null;1999;531.0068937158477;2007;448.65654098360693;null;null;1993;4.3409421917808215;1999;53.822343989071065;2017;55.99695232876713;2008;811.6824643835612;null;null;2004;33.442453972602735;1999;115.26944808743164;
1995;107.5833487671233;null;null;1995;217.807656712329;2008;208.43885561643827;2000;37.63785260273974;2000;97.79821013698627;2000;183.88555041095867;2011;1.5961728767123275;2007;9.142321643835613;2003;34.30850327868855;2011;468.7593975409836;null;null;2004;3.120420821917803;2018;2.1623534246575344;null;null;2000;555.3617690410963;2008;593.2322117808221;null;null;1994;7.970456164383563;2000;53.608117260273964;null;null;2009;893.0984882191791;null;null;2005;35.61562164383563;2000;122.41738520547948;
1996;104.85557540983608;null;null;1996;209.8278256830599;2009;226.95593890410973;2001;36.79971534246577;2001;101.7396449315069;2001;213.15475452054764;2013;0.8880698630136988;2008;21.024570218579246;2004;26.338472602739746;2012;404.9713213698621;null;null;2005;4.523951780821918;2019;2.710239344262294;null;null;2001;565.3367846575348;2009;669.4558520547945;null;null;1995;28.312730327868838;2001;36.15414547945206;null;null;2010;542.1619112328765;null;null;2006;118.68371123287662;2001;137.43363698630148;
1997;116.90205808219176;null;null;1997;224.64107589041092;2010;190.40402109589053;2002;30.621032876712334;2002;84.52076849315067;2002;155.85039808219167;2014;0.7579361643835615;2009;15.24417506849313;2005;20.197850136986276;2013;380.5756553424656;null;null;2008;17.00053972602741;null;null;null;null;2002;441.7638304109589;2010;500.23533972602667;null;null;1996;35.50671616438353;2002;52.02574219178084;null;null;2011;575.9712254098356;null;null;2008;122.49347698630125;2002;102.41587698630126;
1998;98.81334054794516;null;null;1998;185.00713561643835;2011;219.5820483606559;2003;36.69491393442621;2003;90.68070628415306;2003;213.78363633879744;2017;1.2929821917808213;2011;13.317598630136986;2006;32.38841287671233;2014;338.36340000000007;null;null;2009;5.863164109589035;null;null;null;null;2003;607.8739155737713;2011;451.10414316939836;null;null;1997;9.981751780821916;2003;124.5533344262296;null;null;2012;435.255038630137;null;null;2009;171.5908676712329;2003;159.9822885245903;
1999;110.27406739726035;null;null;1999;215.72951479452067;2012;200.90107616438357;2004;33.443972054794514;2004;91.9024334246575;2004;181.34909287671235;null;null;2012;7.8516912568306045;2007;17.209632786885244;2015;330.6656587431697;null;null;2010;5.7008153424657495;null;null;null;null;2004;460.7987739726029;2012;430.9928616438351;null;null;1998;3.130801917808219;2004;29.53219534246575;null;null;2013;453.8482172602732;null;null;2011;85.72430327868847;2004;56.60974328767114;
